translationKey,sourceValue,overrideValue
table_heading.error_logs,Error logs,Error logs
custom_header.crop88,{DashboardUtil:uCrop88},{DashboardUtil:uCrop88}
menu_item.users,Users,Users
input_label.institute,Institute,Institute
label.Location,Location,Location
custom_header.crop3,{DashboardUtil:uCrop3},{DashboardUtil:uCrop3}
label.status,Status,Status
reportsviewheading.Products_Redeemed_Report,Products Redeemed Report,Products Redeemed Report
column_heading.farmer.farmlongitude,farmlongitude,farmlongitude
button.Point_In_Time,Point In Time,Point In Time
view_heading.manage_season,Manage season,Manage season
view_heading.Assign_Web_User_Roles,Assign Web User Roles,Assign Web User Roles
column_heading.Value_Chain,Value Chain,Value Chain
view_heading.Upload_Stock_Items,Upload Stock Items,Upload Stock Items
menu_item.CropVouchersReport,EnterpriseVouchersReport,EnterpriseVouchersReport
label.gender_*,Gender *,Gender *
input.order,Order,Order
confirm_body.archive_web_user,Archive Web User,Archive Web User
view_heading.assign_mobile_user_to_group,Assign mobile user to group,Assign mobile user to group
view_heading.User_bulk_message,User bulk message,User bulk message
alert.field.validation.decimal,{uFieldName} needs to be a valid decimal.,{uFieldName} needs to be a valid decimal.
button.sms_logs,Sms logs,Sms logs
alert.object.voucher_batch_no_budget,Voucher Batch requires an Initial Budget,Voucher Batch requires an Initial Budget
column_heading.Type,Type,Type
view_heading.Upload_Locations,Upload Locations,Upload Locations
label.date_synced,Date synced,Date synced
view_heading.manage_service_points,Manage service points,Manage service points
input.Dropdown_Item,Dropdown Item,Dropdown Item
column_heading.question_order,Question order,Question order
alert.object.not_found,{uObjectName} not found.,{uObjectName} not found.
view_heading.view_role_group,View role group,View role group
column.Gender,Gender,Gender
label.government_Personnele_Number,Government Personnele Number,Government Personnele Number
view_heading.PreReg_Farmers,PreReg Farmers,PreReg Farmers
column.Order,Order,Order
view_heading.edit_group_member,Edit group member,Edit group member
table_heading.Roles_with_Profiles,Roles with Profiles,Roles with Profiles
view_heading.upload_with_errors,Upload with errors,Upload with errors
button_heading.load,Load,Load
alert.object.voucher_batch_request_code_required,Please enter a valid alphanumeric Request Code,Please enter a valid alphanumeric Request Code
view_heading.Upload_Stock_Items,Upload Stock Items,Upload Stock Items
column_heading.Message,Message,Message
table_heading.location,Location,Location
alert_error.invalid_cropsize,No farm size specified or farm size of less than 0 specified.,No farm size specified or farm size of less than 0 specified.
view_heading.manage_crop,Manage Enterprises,Manage Enterprises
alert.farmer.request.voucher_batch_not_active,Voucher Batch no longer active,Voucher Batch no longer active
table_heading.Comments,Comments,Comments
input.Description,Description,Description
custom_header.crop20,{DashboardUtil:uCrop20},{DashboardUtil:uCrop20}
column_heading.Male_Farmers,Male Farmers,Male Farmers
view_heading.Opt_-_Out_Numbers,Opt - Out Numbers,Opt - Out Numbers
button.Details,Details,Details
label.physical_address,Physical address,Physical address
alert.stock.insufficient_amount,There is insufficient Stock available to process the transfer,There is insufficient Stock available to process the transfer
column_heading.redeemed,Redeemed,Redeemed
column_heading._Status,Status,Status
view_heading.Edit_StringGroup,Edit StringGroup,Edit StringGroup
button.Upload_Stock_Items,Upload Stock Items,Upload Stock Items
input.farmers_csv,Farmers csv,Farmers csv
column.verified,Verified,Verified
label.nationalid,Nationalid,Nationalid
custom_header.crop32,{DashboardUtil:uCrop32},{DashboardUtil:uCrop32}
label.voucher_category,Voucher category,Voucher category
custom_header.crop99,{DashboardUtil:uCrop99},{DashboardUtil:uCrop99}
label.amount,Amount,Amount
view_heading.Form_Filter,Form Filter,Form Filter
custom_header.crop40,{DashboardUtil:uCrop40},{DashboardUtil:uCrop40}
view_heading.identification_management,Identification management,Identification management
custom_header.crop70,{DashboardUtil:uCrop70},{DashboardUtil:uCrop70}
sms.voucher_notfication,"Dear {fFarmerName}, you have a voucher code: {fVoucherCode} for {fUnitQuantity} {fUnits} of {fProductName}. This voucher will not expire in {fDays} days.","Dear {fFarmerName}, you have a voucher code: {fVoucherCode} for {fUnitQuantity} {fUnits} of {fProductName}. This voucher will not expire in {fDays} days."
custom_header.crop26,{DashboardUtil:uCrop26},{DashboardUtil:uCrop26}
custom_header.crop5,{DashboardUtil:uCrop5},{DashboardUtil:uCrop5}
row_action.Archive,Archive,Archive
input.CSV,CSV,CSV
custom_header.crop89,{DashboardUtil:uCrop89},{DashboardUtil:uCrop89}
table_title.farmers,Farmers,Farmers
alert.object.archived,{uObjectName} archived.,{uObjectName} archived.
custom_header.crop28,{DashboardUtil:uCrop28},{DashboardUtil:uCrop28}
column_heading.Sub_County,Sub County,Sub County
sms.voucher_redemption.cropvoucher_redeemed,"Dear {fFarmerName}, by redeeming voucher code {fVoucherCode} you have redeemed all voucher codes for your {fCrop} enterprise. Thank you - {fProviderName}.","Dear {fFarmerName}, by redeeming voucher code {fVoucherCode} you have redeemed all voucher codes for your {fCrop} enterprise. Thank you - {fProviderName}."
label.date_archived,Date archived,Date archived
custom_header.crop61,{DashboardUtil:uCrop61},{DashboardUtil:uCrop61}
label.plotLR,PlotLR,PlotLR
sms.registration,"Dear {uUserName}, you have been registered for {solutionName}.","Dear {uUserName}, you have been registered for {solutionName}."
column_heading.content,Content,Content
button.Next,Next,Next
label.payment_code,Payment code,Payment code
custom_header.crop5,{DashboardUtil:uCrop5},{DashboardUtil:uCrop5}
view_heading.Voucher_Request_Details,Voucher Request Details,Voucher Request Details
label.description,Description,Description
column_heading.success,Success,Success
view_heading.view_voucher_batch_transaction,View voucher batch transaction,View voucher batch transaction
error.not_allowed_to_approve,You cannot approve messages created by yourself.,You cannot approve messages created by yourself.
column_heading.role,Role,Role
column.county,County,County
button.Add_Farmer_Group,Add Farmer Group,Add Farmer Group
button.save_and_finish,Save and finish,Save and finish
column_heading.direction,Direction,Direction
table_heading.voucher_batch_transaction,Voucher batch transaction,Voucher batch transaction
reportsviewheading.Fertilizer_Distribution_Status,Product Distribution Status,Product Distribution Status
reportstableheading.Farmer_Voucher_Adoption,Farmer Voucher Adoption,Farmer Voucher Adoption
table_heading.Sms_Content,Sms Content,Sms Content
alert.date_status.error,End Date Can Not Be Less Than Start Date,End Date Can Not Be Less Than Start Date
table_heading.Available_Actions,Available Actions,Available Actions
button.reupload,Reupload,Reupload
reportsviewheading.Zanaco_Payments,Zanaco Payments,Zanaco Payments
column.Event_Description,Event Description,Event Description
custom_header.Voucher_Value,Voucher Value,Voucher Value
button.Reject,Reject,Reject
column_heading.end,End,End
button.profile,Profile,Profile
custom_header.crop85,{DashboardUtil:uCrop85},{DashboardUtil:uCrop85}
info.Upload_Date,Upload Date,Upload Date
reportstableheading.Voucher_Redemption_Report,Voucher Redemption Report,Voucher Redemption Report
button.Roles,Roles,Roles
column.amount_redeemed,Amount redeemed,Amount redeemed
custom_header.crop39,{DashboardUtil:uCrop39},{DashboardUtil:uCrop39}
view_heading.Manage_Sms_Language,Manage Sms Language,Manage Sms Language
reportsviewheading.Farmer_Registration_Report_By_County,Farmer Registration Report By County,Farmer Registration Report By County
column_heading.stackTrace,StackTrace,StackTrace
button_heading.view_paid_deposits,View Paid Deposit,View Paid Deposit
alert_info.duplicate_flag_created,Duplicate flags on farmer corrected,Duplicate flags on farmer corrected
custom_header.stock_units,units,units
custom_header.crop99,{DashboardUtil:uCrop99},{DashboardUtil:uCrop99}
input.langfile_csv,Langfile csv,Langfile csv
column.Date_Last_Updated,Date Last Updated,Date Last Updated
info.messageCommand,MessageCommand,MessageCommand
view_heading.farmer_Profile_-_Crops,Farmer Profile - Enterprises,Farmer Profile - Enterprises
label.business_Name,Business Name,Business Name
custom_header.crop7,{DashboardUtil:uCrop7},{DashboardUtil:uCrop7}
custom_header.reportsgenerictemplate_column_datetime4,{ReportsGenericViewerLabels:column_datetime4},{ReportsGenericViewerLabels:column_datetime4}
table_heading.test_data_generation,Test data generation,Test data generation
sms_alert.new_role_registration,New role registration completed successfully.,New role registration completed successfully.
table_heading.web_user,Web user,Web user
string_label.Device_OS,Device OS,Device OS
custom_header.crop57,{DashboardUtil:uCrop57},{DashboardUtil:uCrop57}
alert_error.no_message_content,alert_error.no_message_content,alert_error.no_message_content
alert.error.no_agro_dealer,Could not determine AgroDealer,Could not determine AgroDealer
column_heading.batch,Batch,Batch
alert.object.activate,{uObjectName} set to active.,{uObjectName} set to active.
info.scheduled_function_config_triggered,Scheduled Function manually triggered,Scheduled Function manually triggered
custom_header.crop52,{DashboardUtil:uCrop52},{DashboardUtil:uCrop52}
column.Service_Point_Type,Service Point Type,Service Point Type
error.location_level_one,Level 1 cannot be empty,Level 1 cannot be empty
label.businessName,BusinessName,BusinessName
custom_header.crop87,{DashboardUtil:uCrop87},{DashboardUtil:uCrop87}
column.code,Code,Code
table_heading.Fertilizer_Selected,Fertilizer Selected,Fertilizer Selected
reports_budgetallocatedksh.Budget_allocated_(Ksh),Budget allocated (Ksh),Budget allocated (Ksh)
reportstableheading.Daily_Beneficiary_Total_Report,Daily Beneficiary Total Report,Daily Beneficiary Total Report
table_heading.Farmers_by_Subcounty,Farmers by Subcounty,Farmers by Subcounty
button.Add_Language,Add Language,Add Language
column.verified,Verified,Verified
view_heading.receive_Stock,Receive Stock,Receive Stock
table_heading.farmer,Farmer,Farmer
label.business_Permit_Number,Business Permit Number,Business Permit Number
Select_Delivery_Status,Select Delivery Status,Select Delivery Status
custom_header.hierarchy_level_two,Hierarchy level two,Hierarchy level two
column_heading.Error_Description,Error Description,Error Description
column.level,Level,Level
custom_header.crop62,{DashboardUtil:uCrop62},{DashboardUtil:uCrop62}
column.bags_available,Available,Available
button.add_fertilizer_template,Add fertilizer template,Add fertilizer template
model.system.config,Configs,Configs
input.amount_to_pay,Amount to pay,Amount to pay
view_heading.issue_Stock,Issue Stock,Issue Stock
input.Message_Type,Message Type,Message Type
table_heading.Pending_Orders,Pending Orders,Pending Orders
button.Refresh_Filter,Refresh Filter,Refresh Filter
alert.field.validation.decimal,{uFieldName} needs to be a valid decimal.,{uFieldName} needs to be a valid decimal.
column.type,Type,Type
alert_error.invalid_mobilenumber,No mobile number specified.,No mobile number specified.
view_heading.view_service_point_type,Stock Locations,Stock Locations
reports_farmersinvolved.Farmers_Involved_(No),Farmers Involved (No),Farmers Involved (No)
reportsviewheading.Web_Reports,Web Reports,Web Reports
column_heading.event_source,Event source,Event source
custom_header.Farmers_by_reportlevel,Farmers by {DashboardUtil:uReportLevelName},Farmers by {DashboardUtil:uReportLevelName}
button.add_voucher_batch,Add voucher batch,Add voucher batch
input.Value,Value,Value
table_heading.Assigned_Action,Assigned Action,Assigned Action
custom_header.crop98,{DashboardUtil:uCrop98},{DashboardUtil:uCrop98}
